Time   ,AFR 1 ,AVCS In L ,AVCS In R ,Boost  ,Feed Knock ,Fuel Pump Duty ,Inj Duty Cycle ,Intake Temp ,Knock Sum ,MAF    ,MAF  ,MAP   ,OCV L ,OCV R ,RPM  ,Boost Error ,Throttle Pos ,Vehicle Speed ,Wastegate Duty ,
37.649 ,12.40 ,        0 ,        0 ,-9.76  ,      0.00 ,          33.3 ,          1.83 ,         72 ,       11 ,  6.44 ,1.46 , 4.37 ,  9.4 ,  9.4 , 952 ,-1.30       ,         2.4 ,           25 ,          0.00 ,0
37.744 ,12.40 ,        0 ,        0 ,-9.74  ,      0.00 ,          33.3 ,          1.82 ,         72 ,       11 ,  6.44 ,1.46 , 4.39 ,  9.4 ,  9.4 , 946 ,-1.31       ,         2.4 ,           25 ,          0.00 ,0
37.836 ,12.17 ,        0 ,        0 ,-9.73  ,      0.00 ,          33.3 ,          1.79 ,         72 ,       11 ,  6.40 ,1.48 , 4.39 ,  9.4 ,  9.4 , 930 ,-1.29       ,         2.4 ,           25 ,          0.00 ,0
37.928 ,12.29 ,        0 ,        0 ,-9.70  ,      0.00 ,          33.3 ,          1.78 ,         72 ,       11 ,  6.40 ,1.48 , 4.43 ,  9.4 ,  9.4 , 928 ,-1.33       ,         2.4 ,           25 ,          0.00 ,0
38.016 ,12.29 ,        0 ,        0 ,-9.69  ,      0.00 ,          33.3 ,          1.77 ,         72 ,       11 ,  6.34 ,1.46 , 4.45 ,  9.4 ,  9.4 , 923 ,-1.36       ,         2.4 ,           25 ,          0.00 ,0
38.102 ,12.17 ,        0 ,        0 ,-9.67  ,      0.00 ,          33.3 ,          1.82 ,         72 ,       11 ,  6.30 ,1.46 , 4.47 ,  9.4 ,  9.4 , 948 ,-1.37       ,         2.4 ,           25 ,          0.00 ,0
38.188 ,12.17 ,        0 ,        0 ,-9.69  ,      0.00 ,          33.3 ,          1.81 ,         72 ,       11 ,  6.30 ,1.46 , 4.45 ,  9.4 ,  9.4 , 940 ,-1.36       ,         2.0 ,           25 ,          0.00 ,0
38.286 ,12.29 ,        0 ,        0 ,-9.69  ,      0.00 ,          33.3 ,          1.78 ,         72 ,       11 ,  6.30 ,1.46 , 4.47 ,  9.4 ,  9.4 , 926 ,-1.39       ,         2.4 ,           25 ,          0.00 ,0
38.371 ,12.17 ,        0 ,        0 ,-9.69  ,      0.00 ,          33.3 ,          1.81 ,         72 ,       11 ,  6.27 ,1.46 , 4.45 ,  9.4 ,  9.4 , 941 ,-1.34       ,         2.0 ,           25 ,          0.00 ,0
38.466 ,12.17 ,        0 ,        0 ,-9.70  ,      0.00 ,          33.3 ,          1.77 ,         72 ,       11 ,  6.23 ,1.46 , 4.43 ,  9.4 ,  9.4 , 922 ,-1.34       ,         2.0 ,           25 ,          0.00 ,0
38.551 ,12.40 ,        0 ,        0 ,-9.68  ,      0.00 ,          33.3 ,          1.79 ,         72 ,       11 ,  6.17 ,1.46 , 4.47 ,  9.4 ,  9.4 , 930 ,-1.37       ,         2.4 ,           25 ,          0.00 ,0
38.645 ,12.40 ,        0 ,        0 ,-9.66  ,      0.00 ,          33.3 ,          1.78 ,         72 ,       11 ,  6.17 ,1.46 , 4.47 ,  9.4 ,  9.4 , 924 ,-1.37       ,         2.4 ,           25 ,          0.00 ,0
38.736 ,12.17 ,        0 ,        0 ,-9.64  ,      0.00 ,          33.3 ,          1.76 ,         72 ,       11 ,  6.13 ,1.46 , 4.47 ,  9.4 ,  9.4 , 916 ,-1.36       ,         2.4 ,           25 ,          0.00 ,0
38.821 ,12.40 ,        0 ,        0 ,-9.65  ,      0.00 ,          33.3 ,          1.77 ,         72 ,       11 ,  6.10 ,1.46 , 4.49 ,  9.4 ,  9.4 , 924 ,-1.39       ,         2.4 ,           25 ,          0.00 ,0
38.915 ,12.40 ,        0 ,        0 ,-9.64  ,      0.00 ,          33.3 ,          1.80 ,         72 ,       11 ,  6.10 ,1.46 , 4.51 ,  9.4 ,  9.4 , 937 ,-1.40       ,         2.4 ,           24 ,          0.00 ,0
39.013 ,12.29 ,        0 ,        0 ,-9.66  ,      0.00 ,          33.3 ,          1.84 ,         72 ,       11 ,  6.06 ,1.44 , 4.47 ,  9.4 ,  9.4 , 956 ,-1.39       ,         2.0 ,           24 ,          0.00 ,0
39.103 ,12.29 ,        0 ,        0 ,-9.74  ,      0.00 ,          33.3 ,          1.87 ,         72 ,       11 ,  5.76 ,1.42 , 4.43 ,  9.4 ,  9.4 , 973 ,-1.35       ,         1.6 ,           24 ,          0.00 ,0
39.196 ,12.52 ,        0 ,        0 ,-9.83  ,      0.00 ,          33.3 ,          1.68 ,         72 ,       11 ,  5.59 ,1.40 , 4.35 ,  9.4 ,  9.4 , 982 ,-1.30       ,         1.6 ,           24 ,          0.00 ,0
39.269 ,12.52 ,        1 ,        0 ,-9.91  ,      0.00 ,          33.3 ,          1.67 ,         72 ,       12 ,  5.49 ,1.40 , 4.23 ,  9.4 ,  9.4 , 978 ,-1.20       ,         1.6 ,           24 ,          0.00 ,0
39.363 ,12.17 ,        0 ,        0 ,-9.99  ,      0.00 ,          33.3 ,          1.63 ,         72 ,       12 ,  5.49 ,1.42 , 4.16 ,  9.4 ,  9.4 , 956 ,-1.08       ,         1.6 ,           24 ,          0.00 ,0
39.449 ,12.40 ,        0 ,        0 ,-10.04 ,      0.00 ,          33.3 ,          1.62 ,         72 ,       12 ,  5.52 ,1.42 , 4.10 ,  9.4 ,  9.4 , 949 ,-1.05       ,         1.6 ,           24 ,          0.00 ,0
39.543 ,12.29 ,        0 ,        0 ,-10.04 ,      0.00 ,          33.3 ,          1.58 ,         72 ,       12 ,  5.59 ,1.42 , 4.10 ,  9.4 ,  9.4 , 927 ,-1.02       ,         2.0 ,           24 ,          0.00 ,0
39.632 ,12.17 ,        0 ,        0 ,-10.02 ,      0.00 ,          33.3 ,          1.65 ,         72 ,       12 ,  5.72 ,1.42 , 4.10 ,  9.4 ,  9.4 , 964 ,-1.00       ,         2.0 ,           24 ,          0.00 ,0
39.727 ,12.06 ,        0 ,        0 ,-10.00 ,      0.00 ,          33.3 ,          1.79 ,         72 ,       12 ,  5.76 ,1.42 , 4.14 ,  9.4 ,  9.4 ,1051 ,-1.10       ,         2.0 ,           24 ,          0.00 ,0
39.819 ,12.06 ,        0 ,        0 ,-10.15 ,      0.00 ,          33.3 ,          2.03 ,         72 ,       12 ,  5.76 ,1.42 , 4.08 ,  9.4 ,  9.4 ,1188 ,-1.11       ,         2.0 ,           24 ,          0.00 ,0
39.909 ,12.29 ,        0 ,        0 ,-10.37 ,      0.00 ,          33.3 ,          2.33 ,         72 ,       12 ,  5.89 ,1.46 , 3.77 ,  9.4 ,  9.4 ,1365 ,-1.02       ,         2.7 ,           24 ,          0.00 ,0
39.998 ,12.17 ,        0 ,        0 ,-10.50 ,      0.00 ,          33.3 ,          2.37 ,         72 ,       12 ,  6.77 ,1.52 , 3.67 ,  9.4 ,  9.4 ,1590 ,-0.55       ,         3.1 ,           23 ,          0.00 ,0
40.086 ,12.29 ,        0 ,        0 ,-10.59 ,      0.00 ,          33.3 ,          2.78 ,         72 ,       12 ,  7.58 ,1.56 , 3.60 ,  9.4 ,  9.4 ,1864 ,-0.15       ,         3.9 ,           23 ,          0.00 ,0
40.173 ,12.52 ,        0 ,        0 ,-10.78 ,      0.00 ,          33.3 ,          2.78 ,         72 ,       12 ,  8.24 ,1.60 , 3.40 ,  9.4 ,  9.4 ,2175 ,1.81        ,         4.3 ,           22 ,          0.00 ,0
40.262 ,12.86 ,        0 ,        0 ,-10.95 ,      0.00 ,          33.3 ,          3.01 ,         72 ,       12 ,  9.02 ,1.64 , 3.25 ,  9.4 ,  9.4 ,2350 ,2.35        ,         4.7 ,           22 ,          0.00 ,0
40.349 ,13.09 ,        0 ,        0 ,-11.00 ,      0.00 ,          33.3 ,          2.88 ,         73 ,       12 ,  9.44 ,1.66 , 3.13 ,  9.4 ,  9.4 ,2249 ,2.53        ,         4.7 ,           22 ,          0.00 ,0
40.453 ,13.32 ,        0 ,        0 ,-10.93 ,      0.00 ,          33.3 ,          0.00 ,         73 ,       12 ,  9.34 ,1.64 , 3.19 ,  9.4 ,  9.4 ,2143 ,2.16        ,         4.3 ,           22 ,          0.00 ,0
40.530 ,13.90 ,        0 ,        0 ,-10.93 ,      0.00 ,          33.3 ,          0.00 ,         73 ,       12 ,  9.07 ,1.64 , 3.23 ,  9.4 ,  9.4 ,2278 ,2.08        ,         4.3 ,           22 ,          0.00 ,0
40.623 ,14.36 ,        0 ,        0 ,-11.00 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       12 ,  8.98 ,1.64 , 3.13 ,  9.4 ,  9.4 ,2247 ,2.42        ,         4.3 ,           22 ,          0.00 ,0
40.710 ,15.16 ,        0 ,        0 ,-10.95 ,      0.00 ,          33.3 ,          0.00 ,         73 ,       12 ,  9.29 ,1.66 , 3.13 ,  9.4 ,  9.4 ,2159 ,2.23        ,         4.3 ,           22 ,          0.00 ,0
40.806 ,15.27 ,        0 ,        0 ,-10.90 ,      0.00 ,          33.3 ,          0.00 ,         73 ,       12 ,  9.34 ,1.66 , 3.23 , 54.9 , 52.9 ,2190 ,2.11        ,         4.3 ,           22 ,          0.00 ,0
40.890 ,15.16 ,        0 ,        0 ,-10.88 ,      0.00 ,          33.3 ,          3.33 ,         72 ,       12 , 10.22 ,1.70 , 3.23 , 54.9 , 56.1 ,2233 ,2.64        ,         5.5 ,           22 ,          0.00 ,0
40.992 ,15.16 ,        2 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          3.23 ,         72 ,       12 , 10.70 ,1.70 , 3.35 , 54.9 , 56.5 ,2165 ,2.29        ,         5.1 ,           22 ,          0.00 ,0
41.087 ,14.81 ,        5 ,        2 ,-10.71 ,      0.00 ,          33.3 ,          3.19 ,         72 ,       12 , 10.46 ,1.70 , 3.46 , 52.2 , 56.9 ,2136 ,2.12        ,         5.1 ,           22 ,          0.00 ,0
41.166 ,14.81 ,        8 ,        3 ,-10.76 ,      0.00 ,          33.3 ,          3.66 ,         72 ,       12 , 10.51 ,1.72 , 3.42 , 50.2 , 55.3 ,2147 ,2.41        ,         5.5 ,           22 ,          0.00 ,0
41.257 ,14.70 ,        7 ,        4 ,-10.65 ,      0.00 ,          33.3 ,          3.72 ,         72 ,       12 , 11.45 ,1.76 , 3.48 , 50.2 , 55.3 ,2178 ,2.56        ,         6.3 ,           21 ,          0.00 ,0
41.350 ,14.13 ,        7 ,        4 ,-10.49 ,      0.00 ,          33.3 ,          3.72 ,         72 ,       12 , 12.10 ,1.82 , 3.58 , 52.2 , 55.7 ,2182 ,2.73        ,         7.5 ,           21 ,          0.00 ,0
41.428 ,13.44 ,        7 ,        5 ,-10.08 ,      0.00 ,          33.3 ,          4.15 ,         72 ,       12 , 13.50 ,1.84 , 4.10 , 53.3 , 56.1 ,2160 ,3.25        ,         7.8 ,           21 ,          0.00 ,0
41.524 ,13.09 ,        9 ,        6 ,-9.80  ,      0.00 ,          33.3 ,          4.52 ,         72 ,       12 , 13.86 ,1.86 , 4.29 , 54.5 , 57.3 ,2120 ,2.87        ,         7.8 ,           21 ,          0.00 ,0
41.608 ,13.32 ,       11 ,        6 ,-9.54  ,      0.00 ,          33.3 ,          4.56 ,         72 ,       12 , 14.53 ,1.88 , 4.49 , 55.7 , 57.6 ,2136 ,2.99        ,         8.6 ,           21 ,          0.00 ,0
41.709 ,13.44 ,       12 ,        8 ,-9.37  ,      0.00 ,          33.3 ,          4.63 ,         72 ,       12 , 15.32 ,1.98 , 4.76 , 56.9 , 57.6 ,2171 ,3.48        ,        10.2 ,           21 ,          0.00 ,0
41.795 ,13.55 ,       16 ,        9 ,-8.73  ,      0.00 ,          33.3 ,          5.51 ,         72 ,       12 , 19.15 ,2.08 , 5.03 , 56.9 , 57.6 ,2151 ,5.44        ,        12.5 ,           21 ,          0.00 ,0
41.888 ,14.01 ,       19 ,       10 ,-7.89  ,      0.00 ,          66.7 ,          6.02 ,         72 ,       12 , 22.32 ,2.18 , 6.40 , 56.9 , 57.6 ,2171 ,6.37        ,        14.5 ,           22 ,          0.00 ,0
41.977 ,14.70 ,       24 ,       11 ,-6.70  ,      0.00 ,          66.7 ,          6.87 ,         72 ,       12 , 26.32 ,2.30 , 7.12 , 56.9 , 57.6 ,2147 ,7.52        ,        16.9 ,           22 ,          0.00 ,0
42.059 ,15.16 ,       28 ,       11 ,-5.43  ,      0.00 ,          66.7 ,          9.00 ,         72 ,       12 , 30.79 ,2.46 , 8.08 , 56.9 , 57.6 ,2221 ,7.73        ,        21.6 ,           22 ,          0.00 ,0
42.155 ,15.50 ,       32 ,       12 ,-3.06  ,      0.00 ,          66.7 ,         10.33 ,         72 ,       12 , 40.06 ,2.62 ,10.64 , 56.9 , 57.6 ,2200 ,7.41        ,        27.8 ,           22 ,         37.25 ,0
42.246 ,15.85 ,       35 ,       12 ,-1.20  ,      0.00 ,          66.7 ,         12.36 ,         72 ,       12 , 45.11 ,2.66 ,12.43 , 54.9 , 57.6 ,2228 ,9.44        ,        38.4 ,           22 ,         47.84 ,0
42.335 ,14.70 ,       38 ,       13 ,-0.43  ,      0.00 ,         100.0 ,         12.82 ,         72 ,       12 , 47.52 ,2.68 ,13.71 , 45.1 , 57.6 ,2311 ,10.61       ,        38.0 ,           22 ,         47.84 ,0
42.419 ,14.59 ,       37 ,       12 ,-0.28  ,      0.00 ,         100.0 ,         13.62 ,         72 ,       12 , 49.59 ,2.74 ,13.81 , 45.1 , 57.6 ,2280 ,10.05       ,        37.6 ,           23 ,         48.24 ,0
42.508 ,14.24 ,       35 ,       13 ,-0.23  ,      0.00 ,         100.0 ,         14.83 ,         72 ,       12 , 53.54 ,2.82 ,13.88 , 45.9 , 57.6 ,2397 ,9.90        ,        37.3 ,           24 ,         46.67 ,0
42.603 ,13.67 ,       33 ,       13 ,-0.02  ,      0.00 ,         100.0 ,         15.12 ,         72 ,       12 , 55.95 ,2.84 ,14.12 , 47.5 , 57.6 ,2363 ,10.05       ,        36.5 ,           24 ,         45.88 ,0
42.688 ,13.21 ,       32 ,       14 ,0.18   ,      0.00 ,         100.0 ,         15.70 ,         72 ,       12 , 59.11 ,2.92 ,14.21 , 47.8 , 57.6 ,2452 ,10.11       ,        37.6 ,           24 ,         44.31 ,0
42.783 ,13.21 ,       30 ,       13 ,0.65   ,      0.00 ,         100.0 ,         15.86 ,         72 ,       12 , 63.44 ,2.96 ,14.79 , 50.2 , 57.6 ,2478 ,13.51       ,        42.0 ,           25 ,         43.92 ,0
42.873 ,12.75 ,       29 ,       14 ,1.10   ,      0.00 ,         100.0 ,         16.13 ,         72 ,       12 , 67.54 ,3.02 ,15.10 , 52.2 , 57.6 ,2520 ,14.77       ,        43.1 ,           25 ,         43.92 ,0
42.958 ,13.55 ,       29 ,       14 ,1.45   ,      0.00 ,         100.0 ,         17.42 ,         72 ,       12 , 71.92 ,3.06 ,15.35 , 51.0 , 57.6 ,2552 ,14.53       ,        44.3 ,           25 ,         43.92 ,0
43.058 ,13.90 ,       28 ,       14 ,1.85   ,      0.00 ,         100.0 ,         18.39 ,         72 ,       12 , 75.62 ,3.12 ,15.91 , 52.2 , 57.6 ,2612 ,13.97       ,        45.9 ,           26 ,         43.92 ,0
43.149 ,13.78 ,       27 ,       15 ,2.29   ,      0.00 ,         100.0 ,         19.01 ,         72 ,       12 , 80.96 ,3.18 ,16.28 , 52.9 , 57.6 ,2622 ,13.59       ,        47.5 ,           26 ,         43.92 ,0
43.243 ,13.67 ,       26 ,       15 ,2.72   ,      0.00 ,         100.0 ,         20.20 ,         72 ,       12 , 87.37 ,3.26 ,16.84 , 50.6 , 57.6 ,2706 ,13.33       ,        48.6 ,           27 ,         43.92 ,0
43.320 ,13.44 ,       26 ,       16 ,3.13   ,      0.00 ,         100.0 ,         21.53 ,         72 ,       12 , 94.47 ,3.34 ,17.19 , 52.2 , 57.6 ,2728 ,12.68       ,        50.6 ,           27 ,         43.92 ,0
43.408 ,13.21 ,       26 ,       17 ,3.52   ,      0.00 ,         100.0 ,         22.37 ,         72 ,       12 ,101.12 ,3.42 ,17.46 , 51.0 , 57.6 ,2760 ,12.42       ,        52.2 ,           27 ,         43.92 ,0
43.498 ,12.98 ,       25 ,       18 ,3.94   ,      0.00 ,         100.0 ,         23.75 ,         72 ,       12 ,106.64 ,3.44 ,17.98 , 49.4 , 57.6 ,2855 ,11.89       ,        54.1 ,           28 ,         43.92 ,0
43.588 ,12.52 ,       25 ,       19 ,4.29   ,      0.00 ,         100.0 ,         25.51 ,         72 ,       12 ,112.56 ,3.52 ,18.25 , 47.1 , 56.5 ,2916 ,11.57       ,        56.9 ,           29 ,         45.88 ,0
43.689 ,12.17 ,       22 ,       19 ,4.66   ,      0.00 ,         100.0 ,         26.10 ,         72 ,       12 ,120.97 ,3.58 ,18.80 , 51.8 , 56.5 ,2914 ,11.34       ,        58.8 ,           29 ,         46.67 ,0
43.772 ,11.71 ,       21 ,       18 ,4.95   ,      0.00 ,         100.0 ,         25.70 ,         72 ,       12 ,127.19 ,3.62 ,18.97 , 51.4 , 53.7 ,3012 ,10.90       ,        61.6 ,           30 ,         47.45 ,0
43.865 ,12.17 ,       20 ,       17 ,5.23   ,      0.00 ,         100.0 ,         23.77 ,         72 ,       12 ,134.23 ,3.70 ,19.20 , 50.2 , 54.5 ,3011 ,10.67       ,        64.3 ,           30 ,         48.24 ,0
43.960 ,12.98 ,       20 ,       17 ,5.37   ,      0.00 ,         100.0 ,         24.52 ,         72 ,       12 ,138.39 ,3.72 ,19.53 , 51.4 , 54.5 ,3107 ,9.48        ,        46.7 ,           30 ,         49.41 ,0
44.038 ,12.98 ,       17 ,       16 ,3.59   ,      0.00 ,         100.0 ,         29.06 ,         72 ,       12 ,136.58 ,3.56 ,19.34 , 52.5 , 54.5 ,3096 ,2.67        ,        14.5 ,           31 ,          0.00 ,0
44.137 ,12.17 ,       16 ,       12 ,-4.03  ,      0.00 ,         100.0 ,         17.90 ,         72 ,       12 ,112.90 ,3.26 ,10.64 ,  9.4 ,  9.4 ,2894 ,-11.80      ,         7.1 ,           31 ,          0.00 ,0
44.218 ,12.98 ,        5 ,        1 ,-7.14  ,      0.00 ,          33.3 ,          0.00 ,         70 ,       12 , 64.50 ,2.96 , 8.30 ,  9.4 ,  9.4 ,2787 ,-3.61       ,         5.5 ,           31 ,          0.00 ,0
44.312 ,13.90 ,        0 ,        0 ,-8.39  ,      0.00 ,          33.3 ,          0.00 ,         70 ,       12 , 47.66 ,2.68 , 5.61 ,  9.4 ,  9.4 ,2666 ,-1.79       ,         5.5 ,           31 ,          0.00 ,0
44.400 ,13.32 ,        0 ,        0 ,-9.29  ,      0.00 ,          33.3 ,          0.00 ,         70 ,       12 , 43.84 ,2.52 , 4.95 ,  9.4 ,  9.4 ,2502 ,0.46        ,         5.1 ,           31 ,          0.00 ,0
44.496 ,12.52 ,        0 ,        0 ,-9.79  ,      0.00 ,          33.3 ,          0.00 ,         70 ,       12 , 37.98 ,2.46 , 4.58 ,  9.4 ,  9.4 ,2375 ,1.04        ,         4.7 ,           31 ,          0.00 ,0
44.587 ,11.71 ,        0 ,        0 ,-10.11 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       12 , 32.87 ,2.36 , 4.02 ,  9.4 ,  9.4 ,2189 ,1.44        ,         4.3 ,           31 ,          0.00 ,0
44.671 ,11.03 ,        0 ,        0 ,-10.34 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       12 , 29.13 ,2.28 , 3.89 ,  9.4 ,  9.4 ,2060 ,1.42        ,         4.3 ,           31 ,          0.00 ,0
44.766 ,11.03 ,        0 ,        0 ,-10.38 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       12 , 26.42 ,2.24 , 3.75 , 76.1 , 65.5 ,1967 ,1.32        ,         4.3 ,           31 ,          0.00 ,0
44.848 ,11.03 ,        0 ,        0 ,-8.94  ,      0.00 ,          66.7 ,         14.06 ,         70 ,       12 , 39.37 ,2.80 , 3.87 , 56.1 , 57.6 ,2198 ,13.99       ,        23.5 ,           30 ,         37.25 ,0
44.944 ,11.03 ,        3 ,        0 ,-2.33  ,      0.00 ,          66.7 ,         12.62 ,         70 ,       12 , 59.41 ,2.86 , 8.41 , 56.1 , 57.6 ,2274 ,12.48       ,        28.6 ,           31 ,         51.37 ,0
45.037 ,11.03 ,        7 ,        1 ,-0.55  ,      0.00 ,          66.7 ,         12.11 ,         70 ,       12 , 52.50 ,2.74 ,13.38 , 56.1 , 57.6 ,2103 ,9.12        ,        28.6 ,           31 ,         51.76 ,0
45.130 ,11.14 ,       10 ,        1 ,-0.36  ,      0.00 ,         100.0 ,         12.37 ,         70 ,       12 , 51.52 ,2.76 ,13.81 , 56.1 , 57.6 ,2147 ,7.75        ,        28.6 ,           31 ,         51.76 ,0
45.210 ,11.83 ,       12 ,        2 ,-0.16  ,      0.00 ,         100.0 ,         12.77 ,         70 ,       12 , 52.35 ,2.78 ,13.98 , 56.1 , 57.6 ,2218 ,7.21        ,        28.6 ,           32 ,         51.76 ,0
45.298 ,12.75 ,       15 ,        2 ,-0.03  ,      0.00 ,         100.0 ,         12.11 ,         70 ,       12 , 53.24 ,2.80 ,14.02 , 56.1 , 57.6 ,2184 ,6.92        ,        28.2 ,           32 ,         51.76 ,0
45.390 ,13.21 ,       17 ,        2 ,-0.06  ,      0.00 ,         100.0 ,         12.13 ,         70 ,       12 , 55.20 ,2.82 ,14.14 , 56.1 , 57.6 ,2187 ,7.13        ,        27.8 ,           32 ,         51.76 ,0
45.479 ,13.44 ,       20 ,        3 ,0.02   ,      0.00 ,         100.0 ,         12.35 ,         70 ,       12 , 56.10 ,2.84 ,14.21 , 56.1 , 57.6 ,2227 ,6.84        ,        27.8 ,           32 ,         51.76 ,0
45.579 ,13.67 ,       23 ,        2 ,0.11   ,      0.00 ,         100.0 ,         12.39 ,         70 ,       12 , 58.06 ,2.86 ,14.14 , 56.1 , 57.6 ,2234 ,6.98        ,        27.8 ,           32 ,         51.76 ,0
45.676 ,13.90 ,       25 ,        2 ,0.17   ,      0.00 ,         100.0 ,         12.51 ,         70 ,       12 , 58.81 ,2.90 ,14.31 , 55.7 , 57.6 ,2256 ,6.90        ,        27.8 ,           32 ,         51.76 ,0
45.756 ,14.01 ,       28 ,        3 ,0.24   ,      0.00 ,         100.0 ,         13.02 ,         70 ,       12 , 60.60 ,2.92 ,14.41 , 53.7 , 57.6 ,2261 ,6.86        ,        27.8 ,           33 ,         51.76 ,0
45.840 ,14.01 ,       29 ,        3 ,0.35   ,      0.00 ,         100.0 ,         13.33 ,         70 ,       12 , 61.84 ,2.92 ,14.48 , 52.5 , 57.6 ,2314 ,6.84        ,        27.8 ,           33 ,         51.76 ,0
45.930 ,14.01 ,       29 ,        2 ,0.49   ,      0.00 ,         100.0 ,         14.54 ,         70 ,       12 , 62.55 ,2.92 ,14.54 , 51.8 , 57.6 ,2272 ,6.89        ,        27.8 ,           33 ,         51.76 ,0
46.024 ,13.44 ,       29 ,        3 ,0.42   ,      0.00 ,         100.0 ,         15.30 ,         70 ,       12 , 64.33 ,2.96 ,14.60 , 52.5 , 57.6 ,2314 ,6.92        ,        27.8 ,           34 ,         51.76 ,0
46.107 ,12.75 ,       29 ,        3 ,0.46   ,      0.00 ,         100.0 ,         15.89 ,         70 ,       12 , 65.74 ,2.98 ,14.60 , 52.9 , 57.6 ,2327 ,6.92        ,        27.8 ,           34 ,         51.76 ,0
46.204 ,12.29 ,       29 ,        4 ,0.53   ,      0.00 ,         100.0 ,         16.64 ,         70 ,       12 , 66.99 ,2.98 ,14.62 , 52.5 , 57.6 ,2364 ,7.07        ,        27.8 ,           34 ,         51.76 ,0
46.292 ,11.94 ,       29 ,        3 ,0.56   ,      0.00 ,         100.0 ,         17.15 ,         70 ,       12 , 68.25 ,3.02 ,14.72 , 52.5 , 57.6 ,2364 ,7.01        ,        27.8 ,           34 ,         51.76 ,0
46.392 ,11.48 ,       29 ,        3 ,0.54   ,      0.00 ,         100.0 ,         17.70 ,         70 ,       12 , 69.59 ,3.02 ,14.64 , 52.5 , 57.6 ,2370 ,7.09        ,        27.5 ,           35 ,         51.76 ,0
46.470 ,11.03 ,       29 ,        4 ,0.45   ,      0.00 ,         100.0 ,         18.69 ,         70 ,       12 , 70.37 ,3.06 ,14.64 , 52.5 , 57.6 ,2433 ,7.20        ,        27.8 ,           35 ,         51.76 ,0
46.558 ,11.03 ,       29 ,        4 ,0.54   ,      0.00 ,         100.0 ,         18.51 ,         70 ,       12 , 71.15 ,3.06 ,14.68 , 52.9 , 57.6 ,2410 ,7.14        ,        27.5 ,           35 ,         51.37 ,0
46.653 ,11.03 ,       29 ,        5 ,0.54   ,      0.00 ,         100.0 ,         18.72 ,         70 ,       12 , 72.31 ,3.06 ,14.64 , 51.8 , 57.6 ,2437 ,7.19        ,        27.5 ,           35 ,         51.37 ,0
46.740 ,11.03 ,       30 ,        4 ,0.57   ,      0.00 ,         100.0 ,         19.44 ,         70 ,       12 , 72.31 ,3.06 ,14.70 , 51.8 , 57.6 ,2463 ,7.05        ,        27.5 ,           35 ,         51.37 ,0
46.831 ,11.03 ,       29 ,        5 ,0.53   ,      0.00 ,         100.0 ,         19.44 ,         70 ,       12 , 73.28 ,3.08 ,14.64 , 51.8 , 57.6 ,2463 ,7.03        ,        27.1 ,           35 ,         51.37 ,0
46.919 ,11.03 ,       29 ,        5 ,0.53   ,      0.00 ,         100.0 ,         19.64 ,         70 ,       12 , 74.65 ,3.10 ,14.68 , 51.8 , 57.6 ,2489 ,7.02        ,        27.5 ,           36 ,         50.98 ,0
47.010 ,11.03 ,       29 ,        6 ,0.51   ,      0.00 ,         100.0 ,         19.33 ,         70 ,       12 , 76.01 ,3.10 ,14.64 , 51.8 , 57.6 ,2517 ,6.96        ,        27.5 ,           36 ,         50.98 ,0
47.104 ,11.03 ,       29 ,        7 ,0.49   ,      0.00 ,         100.0 ,         19.20 ,         70 ,       12 , 75.62 ,3.06 ,14.68 , 51.8 , 57.6 ,2500 ,6.33        ,        23.9 ,           37 ,          0.00 ,0
47.194 ,11.03 ,       29 ,        7 ,-1.61  ,      0.00 ,         100.0 ,         15.06 ,         70 ,       12 , 60.45 ,2.82 ,12.05 , 50.6 , 57.6 ,2521 ,1.62        ,        12.5 ,           37 ,          0.00 ,0
47.282 ,11.03 ,       29 ,        8 ,-5.10  ,      0.00 ,          66.7 ,         12.79 ,         70 ,       12 , 53.54 ,2.72 ,10.29 ,  9.4 ,  9.4 ,2498 ,-1.89       ,         9.4 ,           37 ,          0.00 ,0
47.368 ,11.03 ,       25 ,        1 ,-6.69  ,      0.00 ,          66.7 ,          9.66 ,         70 ,       12 , 46.55 ,2.58 , 7.83 ,  9.4 ,  9.4 ,2516 ,0.17        ,         8.6 ,           37 ,          0.00 ,0
47.464 ,11.03 ,       12 ,        0 ,-7.95  ,      0.00 ,          66.7 ,          7.55 ,         70 ,       12 , 38.71 ,2.48 , 6.28 ,  9.4 ,  9.4 ,2529 ,0.67        ,         7.8 ,           36 ,          0.00 ,0
47.552 ,11.37 ,        0 ,        0 ,-8.64  ,      0.00 ,          66.7 ,          6.92 ,         70 ,       12 , 33.65 ,2.36 , 5.65 ,  9.4 ,  9.4 ,2496 ,1.35        ,         7.1 ,           36 ,          0.00 ,0
47.641 ,11.25 ,        0 ,        0 ,-9.32  ,      0.00 ,          33.3 ,          0.00 ,         70 ,       12 , 28.73 ,2.30 , 4.81 ,  9.4 ,  9.4 ,2487 ,1.45        ,         6.3 ,           36 ,          0.00 ,0
